,시간,시가,고가,저가,종가,거래량
22689,2018-09-24T23:00:00,7461000,7480000,7430000,7433000,167.9879744
22688,2018-09-25T00:00:00,7433000,7461000,7427000,7444000,82.31658016
22687,2018-09-25T01:00:00,7444000,7462000,7427000,7435000,58.80355226
22686,2018-09-25T02:00:00,7435000,7473000,7433000,7465000,63.75074213
22685,2018-09-25T03:00:00,7464000,7490000,7452000,7467000,65.51705167
22684,2018-09-25T04:00:00,7475000,7482000,7430000,7462000,110.9479763
22683,2018-09-25T05:00:00,7451000,7475000,7440000,7468000,27.53486666
22682,2018-09-25T06:00:00,7468000,7468000,7439000,7457000,20.97747163
22681,2018-09-25T07:00:00,7457000,7468000,7438000,7449000,91.18200005
22680,2018-09-25T08:00:00,7463000,7468000,7412000,7430000,143.3942131
22679,2018-09-25T09:00:00,7428000,7439000,7352000,7356000,422.9445053
22678,2018-09-25T10:00:00,7356000,7359000,7263000,7297000,487.9446894
22677,2018-09-25T11:00:00,7297000,7300000,7256000,7285000,275.9071864
22676,2018-09-25T12:00:00,7285000,7328000,7282000,7305000,197.4633383
22675,2018-09-25T13:00:00,7305000,7323000,7299000,7299000,103.0943577
22674,2018-09-25T14:00:00,7308000,7319000,7299000,7318000,73.41365591
22673,2018-09-25T15:00:00,7308000,7328000,7290000,7304000,171.4590186
22672,2018-09-25T16:00:00,7304000,7320000,7264000,7280000,297.9895061
22671,2018-09-25T17:00:00,7279000,7300000,7263000,7286000,191.4094244
22670,2018-09-25T18:00:00,7285000,7300000,7269000,7298000,114.0126998
22669,2018-09-25T19:00:00,7298000,7302000,7270000,7283000,96.34660148
22668,2018-09-25T20:00:00,7285000,7317000,7264000,7315000,257.4398719
22667,2018-09-25T21:00:00,7315000,7346000,7287000,7333000,387.7253969
22666,2018-09-25T22:00:00,7335000,7346000,7294000,7299000,153.471168
22665,2018-09-25T23:00:00,7299000,7330000,7287000,7326000,191.0167876
22664,2018-09-26T00:00:00,7316000,7335000,7273000,7303000,172.2338506
22663,2018-09-26T01:00:00,7303000,7330000,7292000,7301000,191.1260149
22662,2018-09-26T02:00:00,7301000,7313000,7266000,7291000,127.4481753
22661,2018-09-26T03:00:00,7292000,7302000,7241000,7258000,147.3424918
22660,2018-09-26T04:00:00,7257000,7281000,7250000,7265000,41.18508562
22659,2018-09-26T05:00:00,7263000,7305000,7261000,7279000,78.95042336
22658,2018-09-26T06:00:00,7275000,7300000,7253000,7271000,102.0842321
22657,2018-09-26T07:00:00,7269000,7294000,7252000,7275000,163.8872616
22656,2018-09-26T08:00:00,7268000,7310000,7265000,7299000,279.251574
22655,2018-09-26T09:00:00,7299000,7307000,7275000,7279000,222.4182793
22654,2018-09-26T10:00:00,7279000,7303000,7272000,7292000,140.4524929
22653,2018-09-26T11:00:00,7297000,7302000,7274000,7275000,130.2139457
22652,2018-09-26T12:00:00,7275000,7302000,7259000,7268000,354.5765155
22651,2018-09-26T13:00:00,7261000,7280000,7261000,7265000,156.220332
22650,2018-09-26T14:00:00,7265000,7318000,7265000,7299000,228.1288662
22649,2018-09-26T15:00:00,7296000,7305000,7276000,7290000,162.6136708
22648,2018-09-26T16:00:00,7279000,7310000,7279000,7295000,162.3461193
22647,2018-09-26T17:00:00,7294000,7310000,7285000,7300000,142.5754181
22646,2018-09-26T18:00:00,7307000,7313000,7290000,7311000,96.50460171
22645,2018-09-26T19:00:00,7311000,7324000,7300000,7308000,118.2744904
22644,2018-09-26T20:00:00,7308000,7367000,7303000,7363000,304.3839435
22643,2018-09-26T21:00:00,7364000,7371000,7326000,7326000,208.5589271
22642,2018-09-26T22:00:00,7325000,7352000,7299000,7310000,195.8831653
22641,2018-09-26T23:00:00,7308000,7361000,7300000,7347000,180.9454638
22640,2018-09-27T00:00:00,7347000,7392000,7330000,7370000,386.2600213
22639,2018-09-27T01:00:00,7370000,7391000,7349000,7365000,211.4290813
22638,2018-09-27T02:00:00,7365000,7380000,7345000,7365000,68.61682675
22637,2018-09-27T03:00:00,7365000,7375000,7338000,7350000,52.72043933
22636,2018-09-27T04:00:00,7342000,7375000,7324000,7337000,51.39869197
22635,2018-09-27T05:00:00,7336000,7362000,7328000,7357000,33.2734519
22634,2018-09-27T06:00:00,7346000,7358000,7305000,7322000,110.7080783
22633,2018-09-27T07:00:00,7317000,7322000,7284000,7302000,115.5940759
22632,2018-09-27T08:00:00,7303000,7319000,7296000,7300000,87.88430877
22631,2018-09-27T09:00:00,7300000,7367000,7296000,7339000,191.4830118
22630,2018-09-27T10:00:00,7338000,7359000,7316000,7318000,152.8034132
22629,2018-09-27T11:00:00,7315000,7331000,7306000,7327000,92.24712293
22628,2018-09-27T12:00:00,7327000,7327000,7302000,7308000,120.416437
22627,2018-09-27T13:00:00,7308000,7321000,7293000,7299000,149.3420833
22626,2018-09-27T14:00:00,7297000,7311000,7291000,7291000,119.3744254
22625,2018-09-27T15:00:00,7291000,7300000,7285000,7295000,158.0069967
22624,2018-09-27T16:00:00,7294000,7300000,7273000,7276000,180.5819625
22623,2018-09-27T17:00:00,7277000,7289000,7261000,7289000,163.2645484
22622,2018-09-27T18:00:00,7289000,7308000,7281000,7291000,113.7471087
22621,2018-09-27T19:00:00,7292000,7310000,7289000,7292000,172.2419791
22620,2018-09-27T20:00:00,7292000,7327000,7285000,7305000,217.2825326
22619,2018-09-27T21:00:00,7306000,7358000,7303000,7320000,415.332164
22618,2018-09-27T22:00:00,7320000,7347000,7298000,7300000,251.0750548
22617,2018-09-27T23:00:00,7301000,7335000,7288000,7315000,126.4357625
22616,2018-09-28T00:00:00,7319000,7333000,7287000,7297000,170.2038193
22615,2018-09-28T01:00:00,7293000,7311000,7291000,7300000,99.8691816
22614,2018-09-28T02:00:00,7301000,7316000,7290000,7315000,66.0517366
22613,2018-09-28T03:00:00,7304000,7322000,7291000,7308000,87.99399795
22612,2018-09-28T04:00:00,7309000,7447000,7301000,7426000,246.7211316
22611,2018-09-28T05:00:00,7426000,7490000,7422000,7458000,249.6597755
22610,2018-09-28T06:00:00,7458000,7480000,7448000,7477000,140.8861957
22609,2018-09-28T07:00:00,7477000,7480000,7446000,7446000,186.0270974
22608,2018-09-28T08:00:00,7447000,7462000,7446000,7447000,156.0535386
22607,2018-09-28T09:00:00,7447000,7498000,7447000,7475000,335.893459
22606,2018-09-28T10:00:00,7475000,7488000,7450000,7483000,332.3360225
22605,2018-09-28T11:00:00,7476000,7498000,7465000,7467000,236.8593945
22604,2018-09-28T12:00:00,7467000,7478000,7420000,7452000,437.1704929
22603,2018-09-28T13:00:00,7450000,7472000,7447000,7464000,195.6281396
22602,2018-09-28T14:00:00,7464000,7476000,7459000,7465000,160.4802804
22601,2018-09-28T15:00:00,7465000,7520000,7461000,7485000,378.7715587
22600,2018-09-28T16:00:00,7485000,7551000,7482000,7531000,542.1922272
22599,2018-09-28T17:00:00,7535000,7540000,7476000,7481000,374.8609503
22598,2018-09-28T18:00:00,7482000,7491000,7339000,7415000,515.1024746
22597,2018-09-28T19:00:00,7409000,7448000,7375000,7426000,384.1075649
22596,2018-09-28T20:00:00,7433000,7460000,7424000,7435000,211.1568783
22595,2018-09-28T21:00:00,7435000,7450000,7375000,7378000,222.5545296
22594,2018-09-28T22:00:00,7376000,7444000,7360000,7426000,177.7003688
22593,2018-09-28T23:00:00,7426000,7459000,7414000,7420000,165.8996488
22592,2018-09-29T00:00:00,7421000,7449000,7400000,7446000,151.8601955
22591,2018-09-29T01:00:00,7446000,7458000,7420000,7441000,79.33102166
22590,2018-09-29T02:00:00,7433000,7443000,7415000,7415000,79.00771067
22589,2018-09-29T03:00:00,7415000,7418000,7393000,7409000,52.53924636
22588,2018-09-29T04:00:00,7397000,7459000,7340000,7445000,179.289012
22587,2018-09-29T05:00:00,7445000,7445000,7395000,7433000,36.13002256
22586,2018-09-29T06:00:00,7427000,7443000,7407000,7425000,41.80584494
22585,2018-09-29T07:00:00,7425000,7429000,7400000,7409000,41.50015497
22584,2018-09-29T08:00:00,7409000,7422000,7395000,7408000,76.30233739
22583,2018-09-29T09:00:00,7408000,7410000,7350000,7399000,235.1562157
22582,2018-09-29T10:00:00,7399000,7405000,7280000,7286000,429.0926123
22581,2018-09-29T11:00:00,7287000,7326000,7284000,7314000,154.4653671
22580,2018-09-29T12:00:00,7320000,7325000,7298000,7310000,155.4681792
22579,2018-09-29T13:00:00,7307000,7320000,7294000,7307000,124.7275933
22578,2018-09-29T14:00:00,7308000,7319000,7297000,7311000,104.7545687
22577,2018-09-29T15:00:00,7311000,7315000,7291000,7315000,110.090355
22576,2018-09-29T16:00:00,7314000,7332000,7310000,7325000,98.82764819
22575,2018-09-29T17:00:00,7327000,7345000,7320000,7327000,145.4208716
22574,2018-09-29T18:00:00,7327000,7382000,7325000,7346000,188.9088121
22573,2018-09-29T19:00:00,7334000,7351000,7330000,7332000,151.8886863
22572,2018-09-29T20:00:00,7332000,7390000,7328000,7366000,265.8769947
22571,2018-09-29T21:00:00,7366000,7367000,7328000,7366000,160.9469646
22570,2018-09-29T22:00:00,7365000,7374000,7330000,7342000,218.8233788
22569,2018-09-29T23:00:00,7342000,7355000,7317000,7345000,172.9574506
22568,2018-09-30T00:00:00,7345000,7359000,7333000,7348000,122.2513017
22567,2018-09-30T01:00:00,7348000,7354000,7321000,7331000,95.16689595
22566,2018-09-30T02:00:00,7331000,7355000,7321000,7339000,40.42597662
22565,2018-09-30T03:00:00,7349000,7360000,7335000,7357000,31.01234456
22564,2018-09-30T04:00:00,7356000,7360000,7336000,7336000,29.31733965
22563,2018-09-30T05:00:00,7339000,7361000,7336000,7338000,31.68863896
22562,2018-09-30T06:00:00,7338000,7350000,7335000,7350000,21.09150082
22561,2018-09-30T07:00:00,7344000,7361000,7338000,7352000,49.50103692
22560,2018-09-30T08:00:00,7348000,7374000,7341000,7360000,108.1452133
22559,2018-09-30T09:00:00,7360000,7360000,7332000,7350000,109.5474157
22558,2018-09-30T10:00:00,7350000,7366000,7341000,7351000,84.28379913
22557,2018-09-30T11:00:00,7352000,7368000,7340000,7349000,82.70585138
22556,2018-09-30T12:00:00,7347000,7352000,7338000,7341000,92.99431484
22555,2018-09-30T13:00:00,7347000,7348000,7330000,7340000,112.2139131
22554,2018-09-30T14:00:00,7330000,7342000,7327000,7338000,112.9680022
22553,2018-09-30T15:00:00,7336000,7352000,7330000,7344000,108.2104528
22552,2018-09-30T16:00:00,7344000,7350000,7330000,7336000,88.80378628
22551,2018-09-30T17:00:00,7337000,7350000,7331000,7340000,75.33944214
22550,2018-09-30T18:00:00,7340000,7353000,7333000,7346000,95.28167387
22549,2018-09-30T19:00:00,7343000,7400000,7331000,7383000,356.9499297
22548,2018-09-30T20:00:00,7384000,7410000,7365000,7373000,257.404884
22547,2018-09-30T21:00:00,7373000,7398000,7368000,7386000,193.3100774
22546,2018-09-30T22:00:00,7386000,7401000,7373000,7387000,235.3985198
22545,2018-09-30T23:00:00,7387000,7418000,7385000,7404000,240.3352314
22544,2018-10-01T00:00:00,7404000,7407000,7350000,7372000,246.9896862
22543,2018-10-01T01:00:00,7365000,7384000,7352000,7375000,146.8714541
22542,2018-10-01T02:00:00,7376000,7385000,7353000,7372000,82.47874381
22541,2018-10-01T03:00:00,7377000,7394000,7365000,7386000,38.46627489
22540,2018-10-01T04:00:00,7386000,7391000,7364000,7372000,38.57806962
22539,2018-10-01T05:00:00,7372000,7380000,7335000,7372000,111.1508385
22538,2018-10-01T06:00:00,7362000,7374000,7344000,7351000,68.11857663
22537,2018-10-01T07:00:00,7345000,7412000,7343000,7393000,101.1692668
22536,2018-10-01T08:00:00,7393000,7410000,7377000,7393000,82.50577804
22535,2018-10-01T09:00:00,7394000,7449000,7381000,7423000,283.7943447
22534,2018-10-01T10:00:00,7423000,7439000,7390000,7403000,201.7442334
22533,2018-10-01T11:00:00,7400000,7420000,7400000,7415000,162.0830041
22532,2018-10-01T12:00:00,7415000,7425000,7407000,7420000,220.2154389
22531,2018-10-01T13:00:00,7416000,7426000,7377000,7386000,277.4663122
22530,2018-10-01T14:00:00,7386000,7394000,7360000,7384000,196.9945052
22529,2018-10-01T15:00:00,7382000,7395000,7367000,7381000,239.1714314
22528,2018-10-01T16:00:00,7381000,7398000,7380000,7384000,167.3833749
22527,2018-10-01T17:00:00,7384000,7396000,7366000,7367000,186.9916393
22526,2018-10-01T18:00:00,7367000,7390000,7366000,7378000,203.4093903
22525,2018-10-01T19:00:00,7370000,7389000,7350000,7350000,229.4813459
22524,2018-10-01T20:00:00,7351000,7370000,7339000,7364000,186.4974656
22523,2018-10-01T21:00:00,7364000,7375000,7340000,7353000,171.8526109
22522,2018-10-01T22:00:00,7355000,7368000,7303000,7318000,307.3790042
22521,2018-10-01T23:00:00,7317000,7343000,7280000,7331000,307.0723417
22520,2018-10-02T00:00:00,7331000,7338000,7303000,7332000,138.5622762
22519,2018-10-02T01:00:00,7327000,7358000,7303000,7352000,124.42783
22518,2018-10-02T02:00:00,7350000,7352000,7327000,7327000,84.3215358
22517,2018-10-02T03:00:00,7327000,7356000,7322000,7350000,69.94543391
22516,2018-10-02T04:00:00,7350000,7350000,7326000,7341000,35.5391084
22515,2018-10-02T05:00:00,7341000,7350000,7310000,7334000,75.86350721
22514,2018-10-02T06:00:00,7334000,7369000,7322000,7339000,153.5055107
22513,2018-10-02T07:00:00,7338000,7367000,7333000,7367000,146.6059167
22512,2018-10-02T08:00:00,7367000,7376000,7342000,7375000,161.1842523
22511,2018-10-02T09:00:00,7374000,7389000,7350000,7361000,285.6493933
22510,2018-10-02T10:00:00,7363000,7393000,7350000,7377000,216.2930384
22509,2018-10-02T11:00:00,7376000,7397000,7375000,7391000,238.9205877
22508,2018-10-02T12:00:00,7391000,7403000,7375000,7383000,141.3297474
22507,2018-10-02T13:00:00,7377000,7400000,7377000,7390000,133.1858109
22506,2018-10-02T14:00:00,7390000,7400000,7380000,7389000,153.8628988
22505,2018-10-02T15:00:00,7391000,7396000,7371000,7376000,176.8306365
22504,2018-10-02T16:00:00,7382000,7388000,7364000,7387000,129.6596017
22503,2018-10-02T17:00:00,7386000,7398000,7380000,7391000,134.8193112
22502,2018-10-02T18:00:00,7390000,7398000,7360000,7370000,192.8712334
22501,2018-10-02T19:00:00,7370000,7390000,7357000,7384000,193.8998941
22500,2018-10-02T20:00:00,7387000,7392000,7365000,7374000,115.4355653
22499,2018-10-02T21:00:00,7374000,7397000,7365000,7374000,126.5818635
22498,2018-10-02T22:00:00,7376000,7385000,7368000,7374000,100.2530489
22497,2018-10-02T23:00:00,7371000,7379000,7356000,7374000,142.2819985
22496,2018-10-03T00:00:00,7375000,7383000,7359000,7374000,131.0430187
22495,2018-10-03T01:00:00,7370000,7380000,7355000,7366000,124.6410713
22494,2018-10-03T02:00:00,7364000,7375000,7337000,7359000,224.5536149
22493,2018-10-03T03:00:00,7359000,7394000,7351000,7393000,113.8460678
22492,2018-10-03T04:00:00,7393000,7403000,7380000,7395000,87.50447919
22491,2018-10-03T05:00:00,7398000,7411000,7390000,7401000,65.36862661
22490,2018-10-03T06:00:00,7390000,7404000,7388000,7399000,43.96574865
22489,2018-10-03T07:00:00,7399000,7412000,7387000,7410000,106.2796841
22488,2018-10-03T08:00:00,7410000,7414000,7363000,7369000,146.0833737
22487,2018-10-03T09:00:00,7369000,7390000,7350000,7385000,265.4164264
22486,2018-10-03T10:00:00,7385000,7391000,7363000,7370000,207.696854
22485,2018-10-03T11:00:00,7371000,7381000,7321000,7340000,315.4919731
22484,2018-10-03T12:00:00,7340000,7349000,7299000,7314000,284.9037764
22483,2018-10-03T13:00:00,7312000,7337000,7306000,7318000,174.1489531
22482,2018-10-03T14:00:00,7318000,7329000,7310000,7318000,135.7293603
22481,2018-10-03T15:00:00,7318000,7329000,7313000,7326000,121.5289836
22480,2018-10-03T16:00:00,7325000,7336000,7309000,7312000,110.8682718
22479,2018-10-03T17:00:00,7313000,7324000,7307000,7314000,91.01645849
22478,2018-10-03T18:00:00,7315000,7324000,7305000,7324000,84.71522761
22477,2018-10-03T19:00:00,7324000,7351000,7315000,7338000,139.4197412
22476,2018-10-03T20:00:00,7334000,7343000,7315000,7338000,141.466187
22475,2018-10-03T21:00:00,7338000,7349000,7326000,7330000,105.8091316
22474,2018-10-03T22:00:00,7330000,7343000,7322000,7331000,148.9065724
22473,2018-10-03T23:00:00,7330000,7382000,7323000,7362000,140.960027
22472,2018-10-04T00:00:00,7362000,7380000,7346000,7353000,109.0923116
22471,2018-10-04T01:00:00,7354000,7376000,7349000,7359000,84.59748267
22470,2018-10-04T02:00:00,7359000,7376000,7344000,7357000,98.20705988
22469,2018-10-04T03:00:00,7357000,7357000,7357000,7357000,0.0037295
22468,2018-10-04T04:00:00,7357000,7379000,7357000,7372000,10.8785166
22467,2018-10-04T05:00:00,7378000,7379000,7344000,7348000,46.25031585
22466,2018-10-04T06:00:00,7343000,7363000,7331000,7333000,63.71386714
22465,2018-10-04T07:00:00,7333000,7353000,7330000,7348000,56.3274367
22464,2018-10-04T08:00:00,7347000,7393000,7344000,7386000,120.7005007
22463,2018-10-04T09:00:00,7385000,7400000,7362000,7396000,177.8878519
22462,2018-10-04T10:00:00,7396000,7499000,7394000,7464000,531.3882305
22461,2018-10-04T11:00:00,7465000,7479000,7437000,7447000,232.7667709
22460,2018-10-04T12:00:00,7448000,7465000,7436000,7451000,208.9946837
22459,2018-10-04T13:00:00,7451000,7461000,7441000,7447000,170.1960818
22458,2018-10-04T14:00:00,7447000,7458000,7438000,7439000,168.8716381
22457,2018-10-04T15:00:00,7439000,7459000,7434000,7441000,176.0492115
22456,2018-10-04T16:00:00,7441000,7455000,7435000,7436000,171.2233384
22455,2018-10-04T17:00:00,7438000,7475000,7436000,7457000,191.0182533
22454,2018-10-04T18:00:00,7456000,7461000,7449000,7456000,102.5410732
22453,2018-10-04T19:00:00,7456000,7465000,7440000,7447000,143.0287673
22452,2018-10-04T20:00:00,7446000,7452000,7434000,7437000,104.3347198
22451,2018-10-04T21:00:00,7437000,7454000,7436000,7444000,71.40844064
22450,2018-10-04T22:00:00,7447000,7458000,7438000,7445000,171.5593463
22449,2018-10-04T23:00:00,7445000,7463000,7438000,7447000,146.518636
22448,2018-10-05T00:00:00,7447000,7463000,7445000,7457000,87.38074453
22447,2018-10-05T01:00:00,7457000,7471000,7453000,7459000,95.26786479
22446,2018-10-05T02:00:00,7455000,7464000,7455000,7462000,48.50566818
22445,2018-10-05T03:00:00,7462000,7481000,7460000,7469000,57.47639301
22444,2018-10-05T04:00:00,7469000,7490000,7462000,7480000,32.50840464
22443,2018-10-05T05:00:00,7479000,7490000,7465000,7470000,31.28784558
22442,2018-10-05T06:00:00,7470000,7483000,7450000,7473000,79.6399193
22441,2018-10-05T07:00:00,7474000,7480000,7463000,7464000,66.54831846
22440,2018-10-05T08:00:00,7464000,7485000,7461000,7481000,100.5735083
22439,2018-10-05T09:00:00,7481000,7513000,7470000,7507000,206.7398232
22438,2018-10-05T10:00:00,7508000,7509000,7479000,7485000,242.8692025
22437,2018-10-05T11:00:00,7485000,7493000,7423000,7436000,392.3168473
22436,2018-10-05T12:00:00,7436000,7453000,7433000,7446000,167.8900463
22435,2018-10-05T13:00:00,7446000,7457000,7439000,7453000,140.7328589
22434,2018-10-05T14:00:00,7453000,7458000,7436000,7444000,175.9608949
22433,2018-10-05T15:00:00,7444000,7467000,7438000,7448000,303.2951532
22432,2018-10-05T16:00:00,7449000,7454000,7410000,7432000,522.5864783
22431,2018-10-05T17:00:00,7432000,7455000,7423000,7435000,245.2285788
22430,2018-10-05T18:00:00,7435000,7456000,7425000,7451000,170.8238975
22429,2018-10-05T19:00:00,7451000,7458000,7440000,7442000,99.82597273
22428,2018-10-05T20:00:00,7442000,7471000,7440000,7468000,143.952496
22427,2018-10-05T21:00:00,7468000,7471000,7450000,7460000,124.8563395
22426,2018-10-05T22:00:00,7460000,7480000,7450000,7471000,160.0035592
22425,2018-10-05T23:00:00,7471000,7474000,7458000,7463000,79.47657253
22424,2018-10-06T00:00:00,7458000,7463000,7440000,7451000,104.0004876
22423,2018-10-06T01:00:00,7451000,7472000,7441000,7444000,77.9308918
22422,2018-10-06T02:00:00,7444000,7460000,7437000,7454000,51.7059163
22421,2018-10-06T03:00:00,7445000,7466000,7437000,7455000,43.93477652
22420,2018-10-06T04:00:00,7455000,7473000,7449000,7465000,42.28570996
22419,2018-10-06T05:00:00,7465000,7470000,7453000,7457000,15.70067308
22418,2018-10-06T06:00:00,7457000,7467000,7452000,7459000,26.64508492
22417,2018-10-06T07:00:00,7455000,7545000,7454000,7495000,288.1880131
22416,2018-10-06T08:00:00,7495000,7505000,7483000,7503000,65.00308026
22415,2018-10-06T09:00:00,7502000,7509000,7486000,7487000,151.9955575
22414,2018-10-06T10:00:00,7487000,7498000,7481000,7490000,125.3516503
22413,2018-10-06T11:00:00,7490000,7498000,7452000,7479000,172.2044373
22412,2018-10-06T12:00:00,7479000,7485000,7465000,7478000,108.5595622
22411,2018-10-06T13:00:00,7478000,7485000,7470000,7484000,131.7020021
22410,2018-10-06T14:00:00,7484000,7493000,7478000,7479000,175.3855547
22409,2018-10-06T15:00:00,7479000,7485000,7473000,7484000,75.26439888
22408,2018-10-06T16:00:00,7480000,7492000,7477000,7488000,89.03891572
22407,2018-10-06T17:00:00,7487000,7493000,7477000,7484000,78.42497884
22406,2018-10-06T18:00:00,7484000,7497000,7479000,7495000,77.28990031
22405,2018-10-06T19:00:00,7495000,7500000,7484000,7494000,129.8487263
22404,2018-10-06T20:00:00,7487000,7494000,7456000,7471000,138.165175
22403,2018-10-06T21:00:00,7469000,7477000,7458000,7461000,78.13986997
22402,2018-10-06T22:00:00,7465000,7477000,7439000,7453000,170.541237
22401,2018-10-06T23:00:00,7453000,7475000,7438000,7471000,109.1287409
22400,2018-10-07T00:00:00,7466000,7481000,7451000,7476000,47.75990843
22399,2018-10-07T01:00:00,7476000,7490000,7470000,7486000,81.45159502
22398,2018-10-07T02:00:00,7486000,7491000,7473000,7480000,50.54083639
22397,2018-10-07T03:00:00,7480000,7492000,7475000,7482000,41.45322647
22396,2018-10-07T04:00:00,7482000,7500000,7480000,7497000,40.75628162
22395,2018-10-07T05:00:00,7497000,7504000,7484000,7499000,31.00573728
22394,2018-10-07T06:00:00,7493000,7502000,7487000,7499000,24.652985
22393,2018-10-07T07:00:00,7488000,7499000,7471000,7480000,29.62979637
22392,2018-10-07T08:00:00,7478000,7489000,7476000,7485000,35.85767215
22391,2018-10-07T09:00:00,7484000,7494000,7479000,7487000,50.01760081
22390,2018-10-07T10:00:00,7487000,7494000,7482000,7487000,96.99520296
22389,2018-10-07T11:00:00,7490000,7492000,7474000,7478000,52.82256615
22388,2018-10-07T12:00:00,7476000,7489000,7472000,7478000,77.89923676
22387,2018-10-07T13:00:00,7478000,7485000,7471000,7471000,94.08432327
22386,2018-10-07T14:00:00,7472000,7481000,7463000,7471000,81.32037514
22385,2018-10-07T15:00:00,7471000,7477000,7456000,7468000,67.76023866
22384,2018-10-07T16:00:00,7468000,7475000,7455000,7455000,67.41727206
22383,2018-10-07T17:00:00,7459000,7459000,7425000,7426000,152.4507893
22382,2018-10-07T18:00:00,7426000,7443000,7425000,7442000,59.80599553
22381,2018-10-07T19:00:00,7438000,7452000,7435000,7441000,71.67065165
22380,2018-10-07T20:00:00,7441000,7458000,7439000,7444000,89.25988378
22379,2018-10-07T21:00:00,7444000,7455000,7434000,7451000,64.24142734
22378,2018-10-07T22:00:00,7452000,7460000,7437000,7454000,89.92253133
22377,2018-10-07T23:00:00,7453000,7464000,7424000,7430000,134.9965163
22376,2018-10-08T00:00:00,7430000,7479000,7429000,7467000,161.5372
22375,2018-10-08T01:00:00,7467000,7479000,7451000,7465000,89.07013844
22374,2018-10-08T02:00:00,7465000,7483000,7454000,7480000,54.99714447
22373,2018-10-08T03:00:00,7479000,7489000,7462000,7489000,34.60262456
22372,2018-10-08T04:00:00,7489000,7489000,7466000,7468000,17.18016285
22371,2018-10-08T05:00:00,7482000,7484000,7461000,7471000,17.53734484
22370,2018-10-08T06:00:00,7471000,7485000,7470000,7485000,19.82663376
22369,2018-10-08T07:00:00,7484000,7492000,7475000,7491000,62.412123
22368,2018-10-08T08:00:00,7491000,7513000,7468000,7482000,196.1738977
22367,2018-10-08T09:00:00,7483000,7510000,7477000,7500000,161.1748201
22366,2018-10-08T10:00:00,7499000,7507000,7466000,7469000,145.4104482
22365,2018-10-08T11:00:00,7467000,7488000,7461000,7479000,134.5974908
22364,2018-10-08T12:00:00,7478000,7484000,7471000,7475000,135.7201853
22363,2018-10-08T13:00:00,7475000,7479000,7463000,7465000,151.4075261
22362,2018-10-08T14:00:00,7464000,7475000,7461000,7471000,127.0311347
22361,2018-10-08T15:00:00,7470000,7479000,7464000,7474000,125.3708975
22360,2018-10-08T16:00:00,7474000,7484000,7464000,7468000,162.425991
22359,2018-10-08T17:00:00,7466000,7473000,7463000,7471000,174.339769
22358,2018-10-08T18:00:00,7469000,7482000,7465000,7473000,111.3730534
22357,2018-10-08T19:00:00,7475000,7505000,7473000,7500000,172.9498117
22356,2018-10-08T20:00:00,7505000,7550000,7500000,7527000,373.3491888
22355,2018-10-08T21:00:00,7527000,7589000,7527000,7563000,543.4514731
22354,2018-10-08T22:00:00,7563000,7570000,7534000,7540000,194.7009942
22353,2018-10-08T23:00:00,7540000,7543000,7529000,7536000,102.924291
22352,2018-10-09T00:00:00,7536000,7566000,7535000,7559000,147.2712691
22351,2018-10-09T01:00:00,7559000,7559000,7530000,7542000,98.99349223
22350,2018-10-09T02:00:00,7539000,7549000,7538000,7542000,49.76391804
22349,2018-10-09T03:00:00,7542000,7549000,7537000,7540000,50.64637253
22348,2018-10-09T04:00:00,7540000,7570000,7537000,7554000,60.98263027
22347,2018-10-09T05:00:00,7554000,7566000,7550000,7555000,28.4033917
22346,2018-10-09T06:00:00,7551000,7568000,7548000,7550000,40.21566886
22345,2018-10-09T07:00:00,7550000,7557000,7540000,7540000,46.89591795
22344,2018-10-09T08:00:00,7540000,7551000,7539000,7542000,52.40945354
22343,2018-10-09T09:00:00,7541000,7550000,7527000,7531000,126.5006931
22342,2018-10-09T10:00:00,7531000,7540000,7520000,7530000,104.1344231
22341,2018-10-09T11:00:00,7527000,7536000,7522000,7534000,89.02363324
22340,2018-10-09T12:00:00,7531000,7539000,7518000,7525000,104.8571601
22339,2018-10-09T13:00:00,7530000,7542000,7525000,7534000,82.11137569
22338,2018-10-09T14:00:00,7537000,7543000,7525000,7530000,75.45441084
22337,2018-10-09T15:00:00,7540000,7540000,7521000,7524000,61.15452231
22336,2018-10-09T16:00:00,7524000,7538000,7520000,7536000,64.88054549
22335,2018-10-09T17:00:00,7528000,7533000,7517000,7524000,121.3025106
22334,2018-10-09T18:00:00,7523000,7527000,7520000,7522000,99.81185387
22333,2018-10-09T19:00:00,7522000,7527000,7517000,7523000,80.80298456
22332,2018-10-09T20:00:00,7524000,7527000,7517000,7524000,159.0415164
22331,2018-10-09T21:00:00,7524000,7527000,7500000,7516000,164.6106549
22330,2018-10-09T22:00:00,7516000,7517000,7490000,7490000,164.7416439
22329,2018-10-09T23:00:00,7490000,7510000,7484000,7499000,138.9784003
22328,2018-10-10T00:00:00,7498000,7514000,7495000,7501000,116.2873035
22327,2018-10-10T01:00:00,7503000,7508000,7491000,7496000,59.6162847
22326,2018-10-10T02:00:00,7496000,7509000,7493000,7506000,36.55853206
22325,2018-10-10T03:00:00,7507000,7523000,7506000,7519000,39.0026213
22324,2018-10-10T04:00:00,7519000,7528000,7511000,7527000,28.57786347
22323,2018-10-10T05:00:00,7526000,7528000,7513000,7518000,24.64334279
22322,2018-10-10T06:00:00,7518000,7530000,7515000,7530000,27.18361374
